eventID,occurrenceID,eventDate,verbatimIdentification,occurrenceStatus,basisOfRecord,individualCount,associatedOccurrence,scientficName,taxonRank,kingdom,phylum,class,order,family,genus,scientificNameID
VK826_20090903_RB09GOM231,RB-09-GOM-231_4,2009-09-03,Phoxocephalidae,present,HumanObservation,1,Lophelia,Phoxocephalidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,NA,"urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633"
VK826_20090903_RB09GOM231,RB-09-GOM-231_5,2009-09-03,Spionidae,present,HumanObservation,1,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK826_20090903_RB09GOM231,RB-09-GOM-231_6,2009-09-03,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM232,RB-09-GOM-232_1,2009-09-03,Onuphidae,present,HumanObservation,1,Lophelia,Onuphidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,NA,"urn:lsid:marinespecies.org:taxname:965, urn:lsid:itis.gov:itis_tsn: 66157"
VK826_20090903_RB09GOM232,RB-09-GOM-232_2,2009-09-03,Oweniidae,present,HumanObservation,4,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM232,RB-09-GOM-232_3,2009-09-03,Paraonidae,present,HumanObservation,1,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK826_20090903_RB09GOM232,RB-09-GOM-232_4,2009-09-03,Pilargidae,present,HumanObservation,2,Lophelia,Pilargidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,NA,"urn:lsid:marinespecies.org:taxname:15009, urn:lsid:itis.gov:itis_tsn: 65540"
VK826_20090903_RB09GOM232,RB-09-GOM-232_5,2009-09-03,Tanaidacea,present,HumanObservation,2,Lophelia,Tanaidacea,Order,Animalia,Arthropoda,Malacostraca,Tanaidacea,NA,NA,"urn:lsid:marinespecies.org:taxname:1133, urn:lsid:itis.gov:itis_tsn: 91061"
VK826_20090903_RB09GOM233,RB-09-GOM-233_1,2009-09-03,Ampharetidae,present,HumanObservation,2,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
VK826_20090903_RB09GOM233,RB-09-GOM-233_2,2009-09-03,Anthozoa,present,HumanObservation,1,Lophelia,Anthozoa,Subphylum,Animalia,Cnidaria,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1292, urn:lsid:itis.gov:itis_tsn: 51938"
VK826_20090903_RB09GOM233,RB-09-GOM-233_3,2009-09-03,Bivalvia,present,HumanObservation,1,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK826_20090903_RB09GOM233,RB-09-GOM-233_4,2009-09-03,Cirratulidae,present,HumanObservation,3,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
VK826_20090903_RB09GOM233,RB-09-GOM-233_5,2009-09-03,Desmosomatidae,present,HumanObservation,4,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
VK826_20090903_RB09GOM233,RB-09-GOM-233_6,2009-09-03,Dorvilleidae,present,HumanObservation,2,Lophelia,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
VK826_20090903_RB09GOM233,RB-09-GOM-233_7,2009-09-03,Fauveliopsidae,present,HumanObservation,1,Lophelia,Fauveliopsidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,NA,"urn:lsid:marinespecies.org:taxname:978, urn:lsid:itis.gov:itis_tsn: 67298"
VK826_20090903_RB09GOM233,RB-09-GOM-233_8,2009-09-03,Gastropoda,present,HumanObservation,2,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK826_20090903_RB09GOM233,RB-09-GOM-233_9,2009-09-03,Maldanidae,present,HumanObservation,10,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM233,RB-09-GOM-233_10,2009-09-03,Nemertea,present,HumanObservation,1,Lophelia,Nemertea,Phylum,Animalia,Nemertea,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:152391, urn:lsid:itis.gov:itis_tsn: 57411"
VK826_20090903_RB09GOM233,RB-09-GOM-233_11,2009-09-03,Nerillidae,present,HumanObservation,2,Lophelia,Nerillidae,Family,Animalia,Annelida,Polychaeta,NA,Nerillidae,NA,"urn:lsid:marinespecies.org:taxname:992, urn:lsid:itis.gov:itis_tsn: 68397"
VK826_20090903_RB09GOM233,RB-09-GOM-233_12,2009-09-03,Opheliidae,present,HumanObservation,1,Lophelia,Opheliidae,Family,Animalia,Annelida,Polychaeta,NA,Opheliidae,NA,"urn:lsid:marinespecies.org:taxname:924, urn:lsid:itis.gov:itis_tsn: 67342"
VK826_20090903_RB09GOM233,RB-09-GOM-233_13,2009-09-03,Oweniidae,present,HumanObservation,21,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM233,RB-09-GOM-233_14,2009-09-03,Pholoidae,present,HumanObservation,1,Lophelia,Pholoinae,Subfamily,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,NA,"urn:lsid:marinespecies.org:taxname:941, urn:lsid:itis.gov:itis_tsn: 65050"
VK826_20090903_RB09GOM233,RB-09-GOM-233_15,2009-09-03,Phoxocephalidae,present,HumanObservation,2,Lophelia,Phoxocephalidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,NA,"urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633"
VK826_20090903_RB09GOM233,RB-09-GOM-233_16,2009-09-03,Sipuncula,present,HumanObservation,1,Lophelia,Sipuncula,Order,Animalia,Annelida,NA,Sipuncula,NA,NA,"urn:lsid:marinespecies.org:taxname:1268, urn:lsid:itis.gov:itis_tsn: 154520"
VK826_20090903_RB09GOM233,RB-09-GOM-233_17,2009-09-03,Spionidae,present,HumanObservation,2,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK826_20090903_RB09GOM233,RB-09-GOM-233_18,2009-09-03,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM234,RB-09-GOM-234_1,2009-09-03,Apseudidae,present,HumanObservation,1,Lophelia,Apseudidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,NA,"urn:lsid:marinespecies.org:taxname:136153, urn:lsid:itis.gov:itis_tsn: 91163"
VK826_20090903_RB09GOM234,RB-09-GOM-234_2,2009-09-03,Cirratulidae,present,HumanObservation,4,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
VK826_20090903_RB09GOM234,RB-09-GOM-234_3,2009-09-03,Dorvilleidae,present,HumanObservation,1,Lophelia,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
VK826_20090903_RB09GOM234,RB-09-GOM-234_4,2009-09-03,Gastropoda,present,HumanObservation,2,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK826_20090903_RB09GOM234,RB-09-GOM-234_5,2009-09-03,Maldanidae,present,HumanObservation,5,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM234,RB-09-GOM-234_6,2009-09-03,Oweniidae,present,HumanObservation,5,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM234,RB-09-GOM-234_7,2009-09-03,Paraonidae,present,HumanObservation,1,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK826_20090903_RB09GOM234,RB-09-GOM-234_8,2009-09-03,Phoxocephalidae,present,HumanObservation,1,Lophelia,Phoxocephalidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,NA,"urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633"
VK826_20090903_RB09GOM234,RB-09-GOM-234_9,2009-09-03,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK826_20090903_RB09GOM234,RB-09-GOM-234_10,2009-09-03,Spionidae,present,HumanObservation,11,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK826_20090903_RB09GOM234,RB-09-GOM-234_11,2009-09-03,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM235,RB-09-GOM-235_1,2009-09-03,Cirratulidae,present,HumanObservation,1,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
VK826_20090903_RB09GOM235,RB-09-GOM-235_2,2009-09-03,Maldanidae,present,HumanObservation,2,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM235,RB-09-GOM-235_3,2009-09-03,Oweniidae,present,HumanObservation,2,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM235,RB-09-GOM-235_4,2009-09-03,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK826_20090903_RB09GOM235,RB-09-GOM-235_5,2009-09-03,Spionidae,present,HumanObservation,6,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK826_20090903_RB09GOM235,RB-09-GOM-235_6,2009-09-03,Syllidae,present,HumanObservation,1,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM236,RB-09-GOM-236_1,2009-09-03,Armaturatanais,present,HumanObservation,1,Lophelia,Armaturatanais,Genus,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Armaturatanais,"urn:lsid:marinespecies.org:taxname:246898, urn:lsid:itis.gov:itis_tsn: NA"
VK826_20090903_RB09GOM236,RB-09-GOM-236_2,2009-09-03,Bivalvia,present,HumanObservation,3,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK826_20090903_RB09GOM236,RB-09-GOM-236_3,2009-09-03,Cirratulidae,present,HumanObservation,1,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
VK826_20090903_RB09GOM236,RB-09-GOM-236_4,2009-09-03,Desmosomatidae,present,HumanObservation,1,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
VK826_20090903_RB09GOM236,RB-09-GOM-236_5,2009-09-03,Gastropoda,present,HumanObservation,2,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK826_20090903_RB09GOM236,RB-09-GOM-236_6,2009-09-03,Leptocheliidae,present,HumanObservation,1,Lophelia,Leptocheliidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,NA,"urn:lsid:marinespecies.org:taxname:136160, urn:lsid:itis.gov:itis_tsn: 91554"
VK826_20090903_RB09GOM236,RB-09-GOM-236_7,2009-09-03,Leptognathiidae,present,HumanObservation,1,Lophelia,Leptognathiidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,NA,"urn:lsid:marinespecies.org:taxname:237596, urn:lsid:itis.gov:itis_tsn: 91751"
VK826_20090903_RB09GOM236,RB-09-GOM-236_8,2009-09-03,Macrostylidae,present,HumanObservation,1,Lophelia,Macrostylidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Macrostylidae,NA,"urn:lsid:marinespecies.org:taxname:118261, urn:lsid:itis.gov:itis_tsn: 92890"
VK826_20090903_RB09GOM236,RB-09-GOM-236_9,2009-09-03,Maldanidae,present,HumanObservation,2,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM236,RB-09-GOM-236_10,2009-09-03,Oweniidae,present,HumanObservation,6,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM236,RB-09-GOM-236_11,2009-09-03,Polynoidae,present,HumanObservation,2,Lophelia,Polynoidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,"urn:lsid:marinespecies.org:taxname:939, urn:lsid:itis.gov:itis_tsn: 64397"
VK826_20090903_RB09GOM236,RB-09-GOM-236_12,2009-09-03,Sabellariidae,present,HumanObservation,1,Lophelia,Sabellariidae,Family,Animalia,Annelida,Polychaeta,NA,Sabellariidae,NA,"urn:lsid:marinespecies.org:taxname:979, urn:lsid:itis.gov:itis_tsn: 67665"
VK826_20090903_RB09GOM236,RB-09-GOM-236_13,2009-09-03,Sipuncula,present,HumanObservation,1,Lophelia,Sipuncula,Order,Animalia,Annelida,NA,Sipuncula,NA,NA,"urn:lsid:marinespecies.org:taxname:1268, urn:lsid:itis.gov:itis_tsn: 154520"
VK826_20090903_RB09GOM236,RB-09-GOM-236_14,2009-09-03,Spionidae,present,HumanObservation,2,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK826_20090903_RB09GOM236,RB-09-GOM-236_15,2009-09-03,Syllidae,present,HumanObservation,1,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM237,RB-09-GOM-237_1,2009-09-03,Agathotanaidae,present,HumanObservation,1,Lophelia,Agathotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,NA,"urn:lsid:marinespecies.org:taxname:237594, urn:lsid:itis.gov:itis_tsn: 91688"
VK826_20090903_RB09GOM237,RB-09-GOM-237_2,2009-09-03,Bivalvia,present,HumanObservation,1,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK826_20090903_RB09GOM237,RB-09-GOM-237_3,2009-09-03,Desmosomatidae,present,HumanObservation,1,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
VK826_20090903_RB09GOM237,RB-09-GOM-237_4,2009-09-03,Maldanidae,present,HumanObservation,2,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM237,RB-09-GOM-237_5,2009-09-03,Naididae,present,HumanObservation,1,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK826_20090903_RB09GOM237,RB-09-GOM-237_6,2009-09-03,Nerillidae,present,HumanObservation,1,Lophelia,Nerillidae,Family,Animalia,Annelida,Polychaeta,NA,Nerillidae,NA,"urn:lsid:marinespecies.org:taxname:992, urn:lsid:itis.gov:itis_tsn: 68397"
VK826_20090903_RB09GOM237,RB-09-GOM-237_7,2009-09-03,Oweniidae,present,HumanObservation,3,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM237,RB-09-GOM-237_8,2009-09-03,Paraonidae,present,HumanObservation,1,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK826_20090903_RB09GOM237,RB-09-GOM-237_9,2009-09-03,Pilargidae,present,HumanObservation,1,Lophelia,Pilargidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,NA,"urn:lsid:marinespecies.org:taxname:15009, urn:lsid:itis.gov:itis_tsn: 65540"
VK826_20090903_RB09GOM237,RB-09-GOM-237_10,2009-09-03,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK826_20090903_RB09GOM237,RB-09-GOM-237_11,2009-09-03,Prochaetodermatidae,present,HumanObservation,1,Lophelia,Prochaetodermatidae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,NA,"urn:lsid:marinespecies.org:taxname:23102, urn:lsid:itis.gov:itis_tsn: 79104"
VK826_20090903_RB09GOM237,RB-09-GOM-237_12,2009-09-03,Sipuncula,present,HumanObservation,2,Lophelia,Sipuncula,Order,Animalia,Annelida,NA,Sipuncula,NA,NA,"urn:lsid:marinespecies.org:taxname:1268, urn:lsid:itis.gov:itis_tsn: 154520"
VK826_20090903_RB09GOM237,RB-09-GOM-237_13,2009-09-03,Syllidae,present,HumanObservation,2,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM237,RB-09-GOM-237_14,2009-09-03,Terebellidae,present,HumanObservation,1,Lophelia,Terebellidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,NA,"urn:lsid:marinespecies.org:taxname:982, urn:lsid:itis.gov:itis_tsn: 67899"
VK826_20090903_RB09GOM238,RB-09-GOM-238_1,2009-09-03,Ampharetidae,present,HumanObservation,1,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
VK826_20090903_RB09GOM238,RB-09-GOM-238_2,2009-09-03,Janiridae,present,HumanObservation,1,Lophelia,Janiridae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,NA,"urn:lsid:marinespecies.org:taxname:118258, urn:lsid:itis.gov:itis_tsn: 92810"
VK826_20090903_RB09GOM238,RB-09-GOM-238_3,2009-09-03,Nemertea,present,HumanObservation,1,Lophelia,Nemertea,Phylum,Animalia,Nemertea,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:152391, urn:lsid:itis.gov:itis_tsn: 57411"
VK826_20090903_RB09GOM238,RB-09-GOM-238_4,2009-09-03,Oweniidae,present,HumanObservation,1,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK826_20090903_RB09GOM238,RB-09-GOM-238_5,2009-09-03,Paramunnidae,present,HumanObservation,1,Lophelia,Paramunnidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Paramunnidae,NA,"urn:lsid:marinespecies.org:taxname:118266, urn:lsid:itis.gov:itis_tsn: 93052"
VK826_20090903_RB09GOM238,RB-09-GOM-238_6,2009-09-03,Paraonidae,present,HumanObservation,1,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK826_20090903_RB09GOM238,RB-09-GOM-238_7,2009-09-03,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK826_20090903_RB09GOM238,RB-09-GOM-238_8,2009-09-03,Sabellariidae,present,HumanObservation,1,Lophelia,Sabellariidae,Family,Animalia,Annelida,Polychaeta,NA,Sabellariidae,NA,"urn:lsid:marinespecies.org:taxname:979, urn:lsid:itis.gov:itis_tsn: 67665"
VK826_20090903_RB09GOM238,RB-09-GOM-238_9,2009-09-03,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK826_20090903_RB09GOM242,RB-09-GOM-242_1,2009-09-03,Armaturatanais,present,HumanObservation,1,Lophelia,Armaturatanais,Genus,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Armaturatanais,"urn:lsid:marinespecies.org:taxname:246898, urn:lsid:itis.gov:itis_tsn: NA"
VK826_20090903_RB09GOM242,RB-09-GOM-242_2,2009-09-03,Bivalvia,present,HumanObservation,1,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK826_20090903_RB09GOM242,RB-09-GOM-242_3,2009-09-03,Desmosomatidae,present,HumanObservation,1,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
VK826_20090903_RB09GOM242,RB-09-GOM-242_4,2009-09-03,Gastropoda,present,HumanObservation,1,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK826_20090903_RB09GOM242,RB-09-GOM-242_5,2009-09-03,Hydrozoa,present,HumanObservation,1,Lophelia,Hydrozoa,Class,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1337, urn:lsid:itis.gov:itis_tsn: 48739"
VK826_20090903_RB09GOM242,RB-09-GOM-242_6,2009-09-03,Ischnomesidae,present,HumanObservation,1,Lophelia,Ischnomesidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,NA,"urn:lsid:marinespecies.org:taxname:118256, urn:lsid:itis.gov:itis_tsn: 92787"
VK826_20090903_RB09GOM242,RB-09-GOM-242_7,2009-09-03,Macrostylidae,present,HumanObservation,4,Lophelia,Macrostylidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Macrostylidae,NA,"urn:lsid:marinespecies.org:taxname:118261, urn:lsid:itis.gov:itis_tsn: 92890"
VK826_20090903_RB09GOM242,RB-09-GOM-242_8,2009-09-03,Maldanidae,present,HumanObservation,6,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK826_20090903_RB09GOM242,RB-09-GOM-242_9,2009-09-03,Naididae,present,HumanObservation,1,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK826_20090903_RB09GOM242,RB-09-GOM-242_10,2009-09-03,Nemertea,present,HumanObservation,1,Lophelia,Nemertea,Phylum,Animalia,Nemertea,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:152391, urn:lsid:itis.gov:itis_tsn: 57411"
VK826_20090903_RB09GOM242,RB-09-GOM-242_11,2009-09-03,Nerillidae,present,HumanObservation,1,Lophelia,Nerillidae,Family,Animalia,Annelida,Polychaeta,NA,Nerillidae,NA,"urn:lsid:marinespecies.org:taxname:992, urn:lsid:itis.gov:itis_tsn: 68397"
